,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,RestaurantsTakeOut,NoiseLevel,Caters,Ambience,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsTableService,GoodForKids,RestaurantsPriceRange2,WheelchairAccessible,OutdoorSeating,RestaurantsDelivery,HasTV,RestaurantsAttire,Alcohol,GoodForMeal,DogsAllowed,RestaurantsGoodForGroups,HappyHour,BusinessParking,BikeParking,WiFi,ByAppointmentOnly,Music,CoatCheck,BestNights,BusinessAcceptsBitcoin,Smoking,BYOB,DriveThru,Corkage,BYOBCorkage,GoodForDancing,AgesAllowed,RestaurantsCounterService,Open24Hours,DietaryRestrictions,AcceptsInsurance,category,cuisine
10,UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"1213 State St, Ste L",Santa Barbara,CA,93101,34.4233018995,-119.7054707479,4.5,116,1,"Themed Cafes, Cafes, Pets, Arts & Entertainment, Women's Clothing, Coffee & Tea, Shopping, Pet Adoption, Fashion, Pet Sitting, Accessories, Pet Stores, Pet Services, Food, Restaurants","{'Monday': '10:0-17:15', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-19:0'}",False,u'quiet',False,,,True,,True,1,True,False,,,,,,False,,,"{'garage': None, 'street': True, 'validated': False, 'lot': None, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Cafe,Other
11,Hqz96v1ymucUKNzIWfEKXw,Subway,"1936 State St, Ste B",Santa Barbara,CA,93101,34.430822,-119.714156,3.0,5,0,"Restaurants, Delis, Sandwiches, Fast Food","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",True,,True,,False,True,False,True,1,True,True,False,True,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,,,,Deli,Other
12,JWFpjvCc_nkNDVtMPx1ZGg,Bogo SB,1114 State St,Santa Barbara,CA,93101,34.4230427,-119.7032863,4.5,12,1,"Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,,True,,,True,False,,,True,,True,,,,,,,,,True,u'free',,,,,False,,False,,,,,,,,,,Burgers,Other
13,9L-MR0arflwFMF9szEBOOg,California Wine Festival,,Santa Barbara,CA,93101,34.4144660474,-119.6851896343,4.5,7,1,"Wineries, Food, Restaurants, Arts & Entertainment, Festivals, Food Stands","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",,,,,,,,False,,,,,,,,,,,,,,u'no',False,,,,,,,,,,,,,,,,Winery,Other
14,uFF40n9pOqHK1ciajdoSEw,Tony's Restaurant,699 Linden Ave,Carpinteria,CA,93013,34.396988,-119.5210305,3.0,72,0,"Restaurants, American (Traditional)","{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:30'}",True,u'average',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,,True,2,,True,True,False,'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,u'no',,,,,,,,,,,,,,,,,American,American
15,aYMpjij5ShtEoZueMrQPRw,The Mill,406 E Haley St,Santa Barbara,CA,93101,34.4211189,-119.690633,4.0,5,1,"Breweries, Shopping, Food Court, Food, Venues & Event Spaces, Restaurants, Event Planning & Services, Wineries, Wine Tasting Room, Arts & Entertainment, Shopping Centers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",None,,,,False,True,,,2,True,,None,,,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,False,,,,,,,,,,,,,,,,Brewery,Other
16,GgcvRnt5_z3NEC0D6vNncQ,Cafe Buenos Aires,1316 State St,Santa Barbara,CA,93101,34.424829,-119.706032,3.5,56,0,"Restaurants, Argentine","{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",False,u'average',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False}",True,True,,False,2,,True,False,False,u'casual',u'full_bar',,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,Argentine,Argentine
17,N-CBZKO37y_WSUN7ZMNGkg,Taqueria El Pastorcito,4427 Hollister Ave,Santa Barbara,CA,93110,34.4397058,-119.7708382,4.0,66,0,"Restaurants, Mexican",,True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,True,True,1,False,False,None,True,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'no',,,,,,,,,,,,,,,,,Mexican,Mexican
18,nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,1295 Coast Village Rd,Santa Barbara,CA,93108,34.4212447,-119.640407,4.5,7,0,"American (New), Restaurants","{'Thursday': '19:0-23:0', 'Friday': '19:0-23:0', 'Saturday': '19:0-23:0', 'Sunday': '19:0-23:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American,American
19,MiMRlsXOpHJMSTDAuw8s1w,Su’s Bowl,"901 Embarcadero Del Mar, Unit 100",Isla Vista,CA,93117,34.4129239,-119.8573375,3.5,18,1,"Chinese, Restaurants, Asian Fusion, Szechuan","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",True,,,,False,True,False,,,,True,True,True,,u'none',,False,,,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,,,False,,,,,,,,,,Chinese,Chinese
20,V4lqQdll3_TAEtkrHDYbAA,Italia Pizza & Pasta,149 N Fairview Ave,Goleta,CA,93117,34.4427601,-119.8306695,3.5,24,0,"Italian, Pizza, Food, Restaurants, Beer, Wine & Spirits","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",True,u'quiet',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,1,,True,True,True,u'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,u'no',,,,,,,,,,,,,,,,,Italian,Italian
21,lTVHJAvtFQbQb6cPstEXyA,China Bowl & State Street Cafe,440 E Ortega St,Santa Barbara,CA,93101,34.4235663,-119.6925452,2.0,61,0,"American (New), American (Traditional), Chinese, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,,True,2,,True,True,True,u'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,American,American
22,Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,3130 State St,Santa Barbara,CA,93105,34.440696,-119.732304,4.5,111,0,"German, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,,True,2,,False,False,False,u'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,u'no',,,,,,,,,,,,,,,,,German,German
23,ju4YP8SLdR_BmWr_-Xh83Q,Phamous Cafe,"7127 Hollister Ave, Ste 25",Goleta,CA,93117,34.428242,-119.876408,4.0,220,1,"Food, Vietnamese, Restaurants, Bubble Tea","{'Monday': '0:0-0:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",True,'average',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,True,True,1,True,None,False,False,'casual','none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",False,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'free',False,,,,,,False,,False,,,,,,,,Vietnamese,Vietnamese
24,qdpdUjdkEUpzYDdce2yZng,Plaza Deli,140 S Hope Ave,Santa Barbara,CA,93105,34.436708,-119.748708,4.0,188,1,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis","{'Monday': '10:0-17:30', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-16:30', 'Sunday': '11:0-16:30'}",True,u'average',False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,1,,True,False,False,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,u'no',,,,,False,,,,,,,,,,,,Sandwiches,Other
25,bjhCtlYHrkgA5Ku8l-rB3g,Our Daily Bread,2700 De La Vina St,Santa Barbara,CA,93105,34.435812,-119.725001,3.5,106,0,"Restaurants, Cafes, Breakfast & Brunch, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '6:30-15:30', 'Wednesday': '6:30-15:30', 'Thursday': '6:30-15:30', 'Friday': '6:30-15:30', 'Saturday': '6:30-15:30', 'Sunday': '6:30-16:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,False,True,2,,True,False,False,u'casual','none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,'free',,,,,,,,,,,,,,,,,Cafe,Other
26,cbkrO0zra1OiNGvtjw2igQ,Wok On the Wild Side,"901 Embarcadero Del Mar, Ste 100",Goleta,CA,93117,34.413105313,-119.8574306397,2.0,95,0,"Restaurants, Chinese","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",True,u'average',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,True,True,2,,False,True,False,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Chinese,Chinese
27,_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,944 Linden Ave,Carpinteria,CA,93013,34.398436,-119.5187939,4.5,97,1,"Sandwiches, Specialty Food, Food, Health Markets, Juice Bars & Smoothies, Restaurants","{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:30', 'Saturday': '9:0-18:30'}",True,,,,,True,,,2,,,True,,,,,False,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Sandwiches,Other
28,SOl2m-ZsAmnCuQGdMZeANQ,Red Pepper Chinese Food Express,"966 Embarcadero Del Mar, Apt C",Isla Vista,CA,93117,34.411727,-119.8567951,3.5,5,1,"Restaurants, Fast Food, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese,Chinese
29,SHk_eYKzIOPvgwvTThtXiQ,Romaine's,UCen,Goleta,CA,93118,34.4115477,-119.8439999,3.5,6,1,"American (Traditional), Vegetarian, Restaurants","{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0'}",True,,,,False,True,,True,1,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,American,American
30,j-lxie7nEh3UeUTpiqekkQ,Presto Pasta,827 E Montecito St,Santa Barbara,CA,93103,34.4242779,-119.6833015,3.0,8,0,"Italian, Restaurants",,True,u'average',,,False,True,,True,1,,True,False,False,u'casual',u'none',,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,Italian,Italian
31,sjNVeNqhDjEFHoOybnt2ug,Meun Fan Thai Cafe,5664 Calle Real,Goleta,CA,93117,34.441504923,-119.8230233788,3.5,157,1,"Thai, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",True,u'average',True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",True,True,True,True,2,,True,True,True,'casual',u'beer_and_wine',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",,True,,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,'no',,,,,,,,,,,,,,,,,Thai,Thai
32,jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,1819 Cliff Dr,Santa Barbara,CA,93109,34.401169,-119.721505,4.0,195,1,"Restaurants, Soup, Salad, Thai","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",None,u'quiet',False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,,True,2,,None,False,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Thai,Thai
33,bbEXAEFr4RYHLlZ-HFssTA,The Original Habit Burger Grill,5735 Hollister Ave,Goleta,CA,93117,34.4355701009,-119.8247056485,4.0,329,1,"Fast Food, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:0'}",True,u'average',False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,True,False,True,2,,True,True,False,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,True,False,'yes_free',,,,,,,Burgers,Other
